,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
979,Developing,74.5,125.0,55.3,0.1,91.0,91.0,4429.6575,0.759,13.5
1635,Developed,81.4,55.0,69.2,0.1,99.0,99.0,2618.92599,0.847,14.3
2230,Developing,63.1,226.0,21.7,1.4,92.0,92.0,555.8185378,0.501,9.6
124,Developed,83.0,71.0,6.3,0.1,93.0,92.0,23465.38559,0.905,20.6
2476,Developing,71.3,178.0,56.3,0.9,84.0,84.0,9272.413453,0.708,12.7
2607,Developing,66.6,165.0,15.1,0.1,72.0,78.0,757.3114436,0.599,12.1
242,Developed,87.0,77.0,63.0,0.1,99.0,99.0,4651.38647,0.889,16.3
2559,Developing,66.7,174.0,35.9,0.2,93.0,93.0,666.3458569,0.601,11.1
1131,Developing,61.1,28.0,39.6,3.3,6.0,61.0,55.47626,0.455,8.3
299,Developing,64.2,263.0,16.1,0.3,89.0,9.0,197.45788,0.0,8.8
2008,Developing,75.3,125.0,54.9,0.1,88.0,78.0,6491.5245,0.735,13.4
2738,Developing,67.5,277.0,57.2,0.7,98.0,98.0,368.68998,0.723,14.8
1545,Developed,80.0,8.0,58.4,0.1,99.0,96.0,114293.8433,0.887,13.5
767,Developing,57.7,323.0,28.6,4.3,53.0,49.0,781.2322196,0.363,2.9
1192,Developing,66.0,2.0,15.4,0.2,74.0,73.0,19.317765,0.563,10.5
373,Developing,76.9,79.0,36.2,0.1,95.0,99.0,35268.1117,0.845,14.2
1118,Developing,65.3,237.0,37.8,2.1,9.0,91.0,986.7958173,0.611,11.1
1132,Developing,65.0,29.0,38.5,3.9,6.0,6.0,465.311876,0.452,8.2
1453,Developed,71.0,26.0,56.6,0.1,99.0,99.0,6351.8125,0.776,15.5
1520,Developing,71.0,147.0,53.4,0.1,94.0,94.0,6269.58123,0.732,15.7
1682,Developing,71.0,177.0,25.3,0.1,88.0,88.0,3861.32414,0.667,12.1
1287,Developed,81.8,6.0,61.0,0.1,96.0,96.0,35849.37364,0.869,16.4
1688,Developing,75.6,127.0,6.1,0.1,95.0,95.0,8959.581416,0.739,12.5
2024,Developing,68.4,214.0,24.8,0.1,67.0,77.0,2842.938353,0.676,11.7
1462,Developing,75.0,93.0,64.0,0.1,81.0,75.0,8734.9653,0.758,13.2
108,Developing,72.7,134.0,48.1,0.1,94.0,96.0,93.1661567,0.657,10.8
1974,Developing,75.7,121.0,45.9,0.2,98.0,99.0,46.29935,0.716,12.1
1282,Developed,82.7,56.0,63.6,0.1,93.0,93.0,349.14755,0.881,16.3
2936,Developing,45.3,686.0,25.9,42.1,75.0,76.0,548.587312,0.427,9.8
1277,Developing,81.0,69.0,6.1,0.1,95.0,95.0,19888.172,0.863,15.9
487,Developing,54.2,382.0,24.9,6.7,84.0,82.0,1233.524316,0.466,8.8
1322,Developed,82.6,67.0,25.4,0.1,98.0,97.0,35275.22843,0.877,15.0
934,Developing,81.7,83.0,6.6,0.1,99.0,99.0,4381.288,0.882,16.1
1328,Developed,81.5,72.0,22.5,0.1,95.0,81.0,33846.46564,0.856,14.6
1870,Developing,73.0,17.0,47.1,0.3,88.0,88.0,124.992617,0.597,11.0
387,Developed,73.9,139.0,63.9,0.1,95.0,95.0,7378.25539,0.778,14.3
30,Developing,73.6,14.0,46.0,0.1,97.0,97.0,1326.97339,0.662,10.6
839,Developing,56.1,339.0,22.1,7.2,44.0,59.0,17136.44568,0.589,9.2
2280,Developing,72.6,141.0,51.2,0.1,95.0,98.0,87.1365252,0.702,13.0
182,Developing,76.0,74.0,59.3,0.1,98.0,97.0,19356.67236,0.814,14.4
1790,Developing,63.9,224.0,16.4,0.5,73.0,86.0,247.24276,0.465,7.9
1655,Developing,62.2,212.0,28.1,1.2,75.0,73.0,1393.261593,0.487,7.7
2694,Developing,71.2,138.0,55.1,0.1,78.0,78.0,366.57,0.658,11.5
2069,Developed,76.9,11.0,5.9,0.1,97.0,96.0,11729.14616,0.782,15.7
1729,Developing,63.8,263.0,39.8,0.1,98.0,98.0,571.51883,0.599,10.1
1623,Developing,56.5,273.0,2.7,1.5,73.0,77.0,78.377632,0.396,7.3
2036,Developing,66.8,221.0,18.7,0.1,79.0,77.0,1.68135,0.625,11.4
1256,Developed,79.7,77.0,58.2,0.1,94.0,94.0,51983.78892,0.909,17.9
1474,Developing,53.7,484.0,32.6,9.3,93.0,9.0,173.82893,0.495,10.7
112,Developed,82.8,59.0,66.6,0.1,93.0,93.0,56554.3876,0.937,20.4
2848,Developing,78.0,149.0,48.2,0.1,66.0,66.0,2643.441423,0.589,10.7
1263,Developed,77.4,88.0,52.9,0.1,83.0,83.0,32539.1937,0.862,16.5
798,Developing,74.4,151.0,45.8,0.3,87.0,97.0,244.46898,0.679,12.6
2669,Developing,74.8,13.0,57.4,0.1,98.0,98.0,4256.91279,0.714,14.5
867,Developing,77.3,122.0,59.4,0.1,93.0,93.0,19941.45532,0.86,16.5
2573,Developing,74.1,155.0,29.0,0.2,99.0,99.0,5491.159981,0.72,13.3
325,Developing,76.4,94.0,53.1,0.1,89.0,9.0,4611.47298,0.717,13.3
2309,Developing,41.5,57.0,18.4,1.9,73.0,66.0,263.7618312,0.322,7.4
1736,Developing,75.4,113.0,59.7,0.1,95.0,95.0,7318.742449,0.792,15.1
1482,Developing,46.2,633.0,28.3,30.0,88.0,87.0,918.432717,0.44,10.6
402,Developing,59.0,27.0,18.2,0.7,88.0,89.0,699.452847,0.392,7.5
1535,Developed,71.4,22.0,57.5,0.1,95.0,97.0,4146.987928,0.77,15.3
1793,Developing,62.8,235.0,14.6,0.4,79.0,84.0,143.77651,0.435,7.6
2027,Developing,68.0,218.0,23.1,0.1,87.0,87.0,2352.518156,0.669,11.5
1925,Developed,78.5,85.0,53.3,0.1,9.0,91.0,38146.71539,0.911,17.1
132,Developed,88.0,73.0,55.7,0.1,89.0,89.0,51126.74139,0.88,15.7
1965,Developing,76.8,127.0,53.4,0.1,85.0,85.0,7429.628274,0.755,12.8
2555,Developing,69.3,163.0,39.0,0.2,96.0,97.0,14.214412,0.617,11.2
2535,Developed,82.0,75.0,51.3,0.1,93.0,95.0,38538.64447,0.888,15.2
2562,Developing,65.9,183.0,34.1,0.3,83.0,76.0,44.2872665,0.579,10.7
147,Developing,71.9,123.0,49.7,0.1,89.0,92.0,7496.335728,0.742,11.8
1266,Developing,82.5,58.0,64.9,0.1,95.0,95.0,35729.37253,0.898,16.0
1286,Developed,82.0,6.0,61.5,0.1,96.0,96.0,38334.68477,0.872,16.4
2647,Developing,71.8,157.0,66.2,0.1,89.0,91.0,1837.977391,0.674,13.2
1358,Developing,64.4,282.0,45.3,0.1,99.0,99.0,268.123657,0.714,13.1
2061,Developed,79.3,9.0,57.3,0.1,96.0,96.0,2363.97161,0.809,16.0
1858,Developed,78.7,83.0,6.3,0.1,9.0,84.0,16874.31232,0.873,17.5
203,Developing,67.3,158.0,12.0,0.1,99.0,88.0,46.7579167,0.491,8.1
2690,Developing,72.8,126.0,58.5,0.1,9.0,9.0,834.869161,0.687,11.9
323,Developing,76.8,92.0,54.2,0.1,92.0,87.0,4716.673325,0.728,13.9
580,Developing,74.2,144.0,55.0,0.1,85.0,85.0,7227.73968,0.7,13.0
2219,Developing,67.1,192.0,29.3,0.2,97.0,97.0,1619.532678,0.559,11.0
1101,Developing,53.5,38.0,19.6,5.0,64.0,69.0,393.3138244,0.0,7.7
2360,Developed,76.0,122.0,51.2,0.1,91.0,93.0,1227.73677,0.818,14.6
2917,Developing,47.9,578.0,18.0,17.6,83.0,84.0,53.2772217,0.456,10.5
280,Developing,57.1,283.0,21.5,2.0,82.0,82.0,76.535419,0.438,8.9
1860,Developed,78.6,87.0,58.9,0.1,9.0,82.0,13641.1272,0.864,17.2
1999,Developing,72.5,159.0,44.2,0.1,95.0,95.0,2312.192926,0.649,12.0
2022,Developing,71.4,154.0,45.4,0.5,98.0,93.0,1996.719689,0.674,13.5
1339,Developing,72.8,121.0,58.6,0.1,98.0,98.0,2537.349,0.733,13.7
2513,Developed,89.0,63.0,56.1,0.1,98.0,98.0,53324.37937,0.895,15.8
1837,Developed,82.0,68.0,57.3,0.1,97.0,97.0,51241.31562,0.899,16.6
866,Developing,77.6,119.0,59.9,0.1,93.0,93.0,1774.9291,0.863,16.5
605,Developing,59.5,271.0,18.0,0.1,89.0,98.0,433.2691451,0.0,8.8
509,Developing,79.5,79.0,59.3,0.1,88.0,88.0,24167.8431,0.872,15.8
1803,Developing,61.7,317.0,3.2,11.7,83.0,83.0,429.6561,0.589,11.3
1207,Developing,68.1,187.0,22.9,0.3,81.0,82.0,3113.48635,0.656,12.1
1255,Developed,86.0,68.0,58.9,0.1,94.0,94.0,48538.58776,0.907,18.2
1460,Developing,74.9,97.0,64.9,0.1,81.0,75.0,846.285153,0.766,13.3
2361,Developing,69.2,177.0,5.5,0.1,98.0,99.0,1922.41388,0.514,9.6
949,Developing,63.5,276.0,34.6,4.9,82.0,8.0,9774.18117,0.669,12.5
1097,Developing,55.6,297.0,21.9,6.0,77.0,77.0,583.5445622,0.398,8.8
1321,Developed,82.7,66.0,25.9,0.1,98.0,98.0,39339.29757,0.88,15.0
1024,Developing,57.4,39.0,2.1,3.5,79.0,81.0,273.6596668,0.485,8.0
818,Developing,73.5,178.0,56.1,0.2,91.0,92.0,4127.11775,0.678,13.2
2500,Developing,45.6,69.0,27.4,50.3,86.0,88.0,2529.633557,0.492,9.4
2680,Developing,72.9,112.0,48.1,0.1,97.0,97.0,2213.91488,0.646,12.8
2845,Developing,71.4,138.0,5.8,0.1,64.0,65.0,3158.58688,0.592,10.8
180,Developing,76.1,76.0,6.8,0.1,99.0,99.0,2281.1242,0.812,14.4
823,Developing,72.0,191.0,52.8,0.3,89.0,89.0,3474.392445,0.662,12.9
2826,Developing,69.4,184.0,44.7,0.1,99.0,99.0,2137.576852,0.697,12.1
2396,Developing,59.2,48.0,48.7,7.6,65.0,65.0,7548.163698,0.644,12.8
298,Developing,65.0,254.0,16.7,0.3,95.0,95.0,1247.61392,0.0,9.2
2934,Developing,44.5,715.0,26.7,36.7,68.0,7.0,453.3511552,0.418,9.5
1513,Developing,72.6,132.0,58.2,0.1,98.0,98.0,14396.4865,0.757,14.8
1165,Developed,72.9,18.0,58.2,0.1,99.0,99.0,1259.5266,0.793,15.3
1998,Developing,72.7,157.0,44.9,0.1,89.0,85.0,359.992184,0.654,11.9
2739,Developing,67.7,267.0,56.8,0.8,98.0,99.0,233.18831,0.716,14.7
116,Developed,82.0,63.0,64.4,0.1,92.0,92.0,62245.129,0.927,19.8
1795,Developing,62.1,243.0,13.6,0.4,82.0,88.0,193.187484,0.417,7.5
1884,Developing,56.0,272.0,16.5,1.3,67.0,68.0,354.8185998,0.298,4.0
534,Developing,57.0,37.0,16.7,4.4,24.0,32.0,84.455939,0.343,6.3
11,Developing,57.0,293.0,13.8,0.1,5.0,5.0,219.1413528,0.381,6.8
194,Developing,71.0,135.0,17.0,0.1,96.0,96.0,951.8894535,0.565,10.0
2233,Developing,74.5,88.0,68.2,0.1,98.0,97.0,2732.86172,0.845,16.1
1986,Developing,59.9,314.0,4.4,1.5,62.0,59.0,637.3616215,0.439,7.6
2299,Developing,54.0,47.0,23.3,0.8,92.0,92.0,71.8186998,0.413,9.3
883,Developing,64.2,234.0,17.2,0.6,77.0,75.0,571.1622759,0.435,8.4
2306,Developing,44.3,464.0,19.7,2.2,64.0,65.0,322.313468,0.348,8.0
1610,Developing,75.4,82.0,19.5,0.1,98.0,98.0,52.862285,0.632,11.9
156,Developing,67.8,154.0,43.6,0.1,77.0,79.0,883.6439965,0.659,10.8
103,Developing,73.2,14.0,5.1,0.1,89.0,91.0,41.26997,0.721,12.3
1948,Developing,64.8,175.0,21.3,0.1,71.0,7.0,16.63999,0.514,7.3
500,Developing,81.5,68.0,64.7,0.1,87.0,87.0,5282.2176,0.903,15.9
1,Developing,59.9,271.0,18.6,0.1,62.0,58.0,612.696514,0.476,10.0
755,Developing,62.7,256.0,33.8,2.1,82.0,82.0,1622.637974,0.464,6.3
1391,Developing,64.6,217.0,69.7,0.1,77.0,96.0,826.58554,0.0,11.7
127,Developed,79.5,78.0,58.2,0.1,9.0,9.0,2169.921,0.897,20.4
826,Developing,71.2,23.0,5.8,0.3,99.0,99.0,334.83817,0.657,12.9
1612,Developing,74.3,93.0,18.0,0.1,98.0,98.0,3488.493769,0.625,12.1
519,Developing,47.6,477.0,19.4,8.3,45.0,46.0,456.8614334,0.338,6.3
407,Developing,56.1,288.0,15.6,1.5,93.0,92.0,569.7612784,0.345,5.4
757,Developing,61.8,268.0,32.7,2.7,87.0,87.0,143.986898,0.451,5.9
1782,Developing,66.2,22.0,22.1,0.4,75.0,76.0,1168.83947,0.54,9.1
2020,Developing,72.6,144.0,46.7,0.4,95.0,95.0,259.192958,0.686,13.9
2319,Developed,81.7,62.0,31.5,0.1,97.0,97.0,38577.55822,0.887,14.4
488,Developing,53.6,395.0,24.4,7.0,82.0,81.0,111.71186,0.456,8.0
1899,Developing,51.6,376.0,21.6,4.9,63.0,66.0,197.661422,0.487,9.3
1205,Developing,68.5,183.0,24.7,0.3,83.0,84.0,3687.953996,0.669,12.6
2494,Developing,53.6,459.0,29.7,21.6,89.0,89.0,369.239336,0.523,11.0
2673,Developing,74.6,12.0,53.9,0.1,98.0,98.0,3778.184171,0.695,14.3
2654,Developing,74.0,179.0,42.0,0.4,9.0,91.0,16683.94578,0.772,12.5
1014,Developing,61.2,263.0,26.1,1.3,91.0,91.0,1574.978653,0.554,10.9
2431,Developed,81.6,66.0,62.9,0.1,96.0,96.0,32333.4661,0.858,16.3
1678,Developing,71.9,168.0,27.5,0.1,98.0,98.0,5229.876738,0.696,12.8
2525,Developed,82.6,55.0,55.8,0.1,96.0,96.0,87998.44468,0.932,15.6
764,Developing,58.1,326.0,29.8,4.0,64.0,64.0,864.184726,0.388,3.7
1098,Developing,55.0,32.0,21.3,5.7,74.0,76.0,481.694976,0.394,8.8
2149,Developing,65.1,38.0,54.2,0.3,96.0,97.0,21.362386,0.72,12.5
2536,Developed,79.7,78.0,5.8,0.1,93.0,95.0,37813.23426,0.879,15.1
28,Developing,72.8,18.0,47.9,0.1,97.0,97.0,189.681557,0.674,10.7
501,Developing,81.2,7.0,64.1,0.1,89.0,88.0,47447.4762,0.898,15.9
24,Developing,75.9,9.0,51.7,0.1,98.0,99.0,363.13685,0.703,11.6
1905,Developing,48.1,41.0,18.3,5.4,29.0,42.0,512.65719,0.0,8.1
1528,Developed,72.2,192.0,59.7,0.1,98.0,98.0,11837.3913,0.825,16.6
361,Developing,73.0,161.0,48.6,0.1,99.0,99.0,586.145975,0.698,13.8
654,Developed,74.8,124.0,55.8,0.1,95.0,95.0,653.71637,0.759,12.6
533,Developing,51.2,364.0,17.1,4.1,39.0,43.0,896.5697341,0.36,6.7
1040,Developing,78.7,83.0,58.0,0.1,91.0,9.0,12538.17883,0.801,14.2
1740,Developing,74.2,125.0,57.2,0.1,92.0,92.0,5957.145693,0.762,13.6
1458,Developing,74.9,98.0,66.1,0.1,81.0,75.0,846.632851,0.763,13.3
776,Developing,73.6,157.0,52.6,1.2,82.0,85.0,4952.67753,0.695,12.9
1533,Developed,71.6,24.0,58.1,0.1,94.0,9.0,676.966998,0.792,16.3
388,Developed,73.7,144.0,63.3,0.1,95.0,95.0,7813.83499,0.775,14.2
998,Developed,85.0,74.0,6.4,0.1,95.0,94.0,4681.32796,0.912,16.8
1605,Developing,77.6,65.0,24.1,0.1,99.0,99.0,6541.7465,0.675,12.1
2253,Developing,64.9,26.0,22.2,0.4,92.0,89.0,18.25321,0.455,7.9
2250,Developing,66.4,192.0,23.8,0.3,89.0,85.0,152.443873,0.483,9.1
2728,Developing,47.7,539.0,13.3,10.8,55.0,56.0,234.984775,0.396,10.8
841,Developing,55.4,338.0,21.3,6.3,42.0,55.0,22742.38159,0.592,9.1
2318,Developed,82.0,61.0,31.8,0.1,96.0,96.0,46569.67951,0.889,14.5
1122,Developing,63.5,24.0,49.9,0.5,6.0,56.0,814.5463952,0.49,9.1
2565,Developing,65.2,182.0,32.5,0.3,85.0,82.0,236.314438,0.553,10.1
1351,Developing,67.8,236.0,49.2,0.1,99.0,98.0,97.649972,0.763,14.5
1036,Developing,79.3,81.0,6.5,0.1,96.0,96.0,22551.73574,0.839,15.6
1261,Developed,78.3,82.0,54.4,0.1,89.0,89.0,47631.6377,0.88,17.1
1070,Developing,69.4,24.0,42.4,0.4,84.0,84.0,1753.349471,0.56,9.0
1254,Developed,84.0,7.0,59.7,0.1,95.0,95.0,52567.52568,0.909,18.5
1880,Developing,63.0,232.0,18.1,0.7,71.0,71.0,391.515524,0.331,5.1
2358,Developed,76.6,117.0,52.3,0.1,93.0,93.0,11814.9994,0.835,15.6
947,Developing,65.5,237.0,35.8,2.8,7.0,68.0,9692.163874,0.687,12.6
2129,Developed,71.9,162.0,53.9,0.1,97.0,97.0,4676.315183,0.745,13.4
650,Developed,75.9,113.0,58.1,0.1,96.0,96.0,11363.41845,0.783,13.9
148,Developing,71.6,125.0,48.8,0.1,87.0,91.0,7189.691229,0.741,11.7
2926,Developing,54.9,464.0,29.9,13.3,93.0,93.0,839.927936,0.452,10.1
1103,Developing,52.8,35.0,18.5,4.1,57.0,61.0,321.481324,0.0,7.1
1055,Developing,79.0,176.0,38.8,0.1,98.0,98.0,5292.232379,0.0,14.4
1985,Developing,64.0,37.0,41.1,1.5,72.0,61.0,77.5773486,0.446,7.9
2526,Developed,82.3,57.0,55.4,0.1,95.0,96.0,74276.71842,0.92,15.4
1052,Developing,71.5,169.0,4.5,0.1,99.0,99.0,6754.512393,0.0,14.9
2015,Developing,74.0,133.0,5.2,0.3,93.0,93.0,3611.2147,0.696,13.2
2707,Developing,63.3,248.0,4.7,0.1,99.0,99.0,174.51475,0.0,10.3
687,Developed,78.2,69.0,53.3,0.1,97.0,97.0,1562.92433,0.8,12.4
2706,Developing,63.7,245.0,41.3,0.1,98.0,98.0,2136.66815,0.0,10.4
997,Developed,86.0,71.0,6.9,0.1,95.0,94.0,4465.24891,0.916,16.9
1178,Developed,81.3,59.0,57.8,0.1,97.0,97.0,68348.31817,0.887,18.2
381,Developing,74.8,95.0,28.0,0.1,94.0,99.0,16846.2198,0.82,13.3
2271,Developing,74.1,131.0,56.4,0.1,95.0,97.0,5821.35397,0.754,13.6
1363,Developing,62.9,255.0,21.3,2.9,92.0,93.0,1335.6458,0.546,11.1
210,Developing,75.2,11.0,53.0,0.1,91.0,91.0,15472.7814,0.792,15.3
191,Developing,74.5,92.0,54.5,0.1,97.0,97.0,13636.34668,0.786,13.2
2656,Developing,69.9,185.0,4.2,0.3,9.0,91.0,21188.11857,0.767,12.4
1596,Developing,73.4,135.0,3.7,0.1,96.0,96.0,5593.822995,0.734,12.9
1371,Developing,55.3,388.0,16.9,10.3,8.0,77.0,697.66385,0.483,9.7
525,Developing,45.6,58.0,17.2,13.4,44.0,42.0,253.768343,0.315,5.4
1903,Developing,49.2,4.0,19.3,5.4,36.0,45.0,87.8938738,0.463,8.9
236,Developing,67.7,253.0,55.8,0.1,5.0,53.0,1819.525644,0.695,13.9
2692,Developing,72.0,132.0,56.8,0.1,85.0,85.0,64.72953,0.675,12.0
2487,Developing,67.7,219.0,48.3,1.8,68.0,65.0,1598.77512,0.0,11.0
2220,Developing,66.9,194.0,28.5,0.5,96.0,96.0,138.949959,0.553,10.8
1641,Developed,80.0,64.0,66.6,0.1,72.0,72.0,21928.767,0.813,14.6
951,Developing,62.3,294.0,33.5,7.0,67.0,68.0,8754.113376,0.66,12.5
334,Developing,74.9,113.0,48.2,0.1,91.0,92.0,1524.41222,0.0,11.6
497,Developing,82.0,65.0,66.4,0.1,91.0,91.0,544.43376,0.912,15.9
2492,Developing,56.5,412.0,3.7,12.2,95.0,92.0,3851.51547,0.534,11.3
2295,Developing,72.0,187.0,27.6,0.1,96.0,96.0,7663.1378,0.714,12.2
1370,Developing,56.8,356.0,17.3,9.1,81.0,76.0,839.181117,0.494,10.1
666,Developing,78.0,14.0,54.6,0.1,89.0,99.0,4669.6916,0.732,14.7
1115,Developing,65.2,24.0,39.6,1.1,93.0,92.0,1945.6395,0.622,11.7
2842,Developing,72.0,13.0,53.3,0.1,64.0,65.0,285.83414,0.598,10.8
1045,Developing,73.1,146.0,45.6,0.1,97.0,98.0,7583.1872,0.744,15.8
1330,Developing,74.1,112.0,65.6,0.1,99.0,99.0,496.99275,0.741,13.1
544,Developing,85.0,82.0,63.8,0.1,96.0,96.0,13653.2264,0.845,16.3
1833,Developed,81.1,63.0,59.9,0.1,97.0,97.0,5354.6536,0.911,17.2
1725,Developing,65.0,271.0,43.0,0.1,99.0,98.0,1334.651896,0.649,12.7
2749,Developing,76.5,8.0,58.6,0.1,96.0,96.0,42112.23565,0.826,13.3
1396,Developing,74.5,83.0,7.2,0.1,99.0,99.0,48399.9581,0.796,13.1
2488,Developing,67.4,224.0,47.6,0.4,71.0,7.0,1888.61829,0.0,11.1
1310,Developing,73.1,166.0,44.5,2.3,96.0,99.0,3465.221998,0.694,11.9
653,Developed,74.7,122.0,56.3,0.1,94.0,95.0,785.881418,0.765,12.9
1338,Developing,73.0,12.0,59.3,0.1,98.0,98.0,2762.86354,0.736,13.6
394,Developed,72.1,16.0,59.7,0.1,96.0,97.0,3893.68998,0.745,13.5
2425,Developed,82.8,56.0,66.6,0.1,97.0,97.0,25683.84565,0.882,17.7
1341,Developing,72.5,125.0,57.0,0.1,95.0,95.0,261.456882,0.723,13.5
1574,Developing,54.1,441.0,18.0,11.2,97.0,97.0,512.125451,0.444,10.6
109,Developing,72.6,134.0,47.8,0.1,94.0,96.0,783.261699,0.645,10.8
1631,Developing,51.2,31.0,16.5,2.3,61.0,65.0,334.22416,0.308,4.9
656,Developed,74.7,127.0,54.7,0.1,93.0,94.0,4919.62869,0.739,12.2
1211,Developing,67.3,191.0,19.7,0.1,72.0,78.0,1586.254,0.632,10.9
458,Developing,71.8,134.0,24.3,0.8,95.0,95.0,248.13459,0.582,11.2
2852,Developing,69.9,165.0,44.9,0.1,68.0,67.0,1886.433359,0.0,10.6
2144,Developing,66.4,3.0,55.7,0.3,98.0,98.0,692.194398,0.754,13.8
1487,Developing,46.4,622.0,25.9,32.5,84.0,84.0,47.89395,0.446,10.4
2164,Developing,57.0,415.0,14.1,8.0,88.0,85.0,196.59778,0.343,7.2
207,Developing,65.3,173.0,1.4,0.1,82.0,83.0,45.63371,0.459,7.3
893,Developing,55.0,354.0,13.5,4.1,4.0,54.0,135.7623858,0.31,5.4
1840,Developed,79.2,77.0,55.0,0.1,98.0,98.0,39954.64222,0.885,16.5
102,Developing,73.3,137.0,5.7,0.1,93.0,94.0,2993.832531,0.725,11.9
55,Developing,48.7,371.0,19.3,2.6,69.0,65.0,3868.578883,0.468,8.1
601,Developing,63.0,262.0,19.6,0.1,69.0,69.0,648.38717,0.451,9.9
2651,Developing,71.0,172.0,45.0,0.3,92.0,94.0,1967.83283,0.773,12.7
343,Developing,57.5,427.0,34.2,12.7,96.0,96.0,5623.379566,0.646,12.1
863,Developing,58.5,343.0,13.1,1.9,9.0,92.0,21.7687981,0.0,4.4
982,Developing,73.9,127.0,52.8,0.1,94.0,88.0,3725.63221,0.742,13.3
2066,Developed,78.0,99.0,53.3,0.1,95.0,95.0,1845.5881,0.792,15.9
248,Developed,79.5,86.0,6.9,0.1,98.0,99.0,4443.83131,0.871,15.8
2642,Developing,72.4,148.0,7.1,0.1,88.0,89.0,2892.522663,0.695,14.6
105,Developing,72.9,141.0,49.2,0.1,87.0,87.0,2158.299,0.692,11.2
946,Developing,66.0,229.0,36.3,2.7,8.0,79.0,7388.984144,0.694,12.6
1314,Developed,83.7,55.0,29.0,0.1,96.0,99.0,34474.13736,0.902,15.3
1785,Developing,65.4,29.0,19.8,0.5,9.0,9.0,987.7365832,0.515,8.8
631,Developing,79.2,96.0,54.4,0.1,86.0,8.0,689.396224,0.747,13.1
141,Developed,78.7,9.0,51.2,0.1,83.0,82.0,26351.37568,0.847,16.1
157,Developing,67.8,146.0,43.1,0.1,76.0,8.0,763.73858,0.651,10.6
2264,Developing,57.5,25.0,17.5,0.5,52.0,49.0,473.45338,0.378,5.2
1281,Developing,78.9,76.0,58.3,0.1,93.0,93.0,2152.1432,0.845,15.2
520,Developing,46.8,495.0,19.0,9.0,48.0,46.0,397.148467,0.33,6.2
897,Developing,51.2,391.0,12.3,5.0,3.0,55.0,123.876257,0.0,3.9
463,Developing,69.9,155.0,21.5,0.8,9.0,9.0,1239.377855,0.0,11.3
1235,Developing,67.9,199.0,58.5,0.1,64.0,67.0,673.74737,0.658,10.1
2846,Developing,71.2,141.0,49.9,0.1,65.0,65.0,3275.91684,0.591,10.8
1459,Developing,74.8,99.0,65.4,0.1,81.0,75.0,8161.4614,0.763,13.3
505,Developing,85.0,75.0,61.9,0.1,95.0,95.0,4386.69948,0.891,15.8
370,Developing,77.1,84.0,39.2,0.1,99.0,99.0,44597.27968,0.86,14.9
1680,Developing,71.5,179.0,26.4,0.1,88.0,88.0,3957.51296,0.683,12.5
2208,Developing,72.2,149.0,7.9,0.1,53.0,49.0,322.543121,0.682,12.9
96,Developing,74.8,118.0,54.9,0.1,94.0,96.0,369.654776,0.741,12.7
1961,Developing,77.5,118.0,56.3,0.1,8.0,81.0,11685.97983,0.773,12.9
429,Developing,51.5,387.0,13.3,5.2,81.0,74.0,122.4335893,0.268,4.4
1759,Developing,72.0,142.0,48.2,0.1,97.0,97.0,1948.812275,0.561,9.6
2518,Developed,79.9,71.0,53.9,0.1,99.0,99.0,29571.7446,0.88,15.9
940,Developing,81.0,93.0,57.5,0.1,98.0,98.0,34879.72633,0.86,15.5
2630,Developing,54.7,351.0,17.5,5.3,59.0,58.0,28.832123,0.428,9.7
1217,Developing,66.3,188.0,15.4,0.1,75.0,72.0,78.92744,0.597,10.7
2313,Developed,83.1,55.0,33.2,0.1,96.0,96.0,53629.73746,0.924,15.4
1634,Developed,81.7,54.0,69.6,0.1,97.0,97.0,23819.4636,0.853,14.6
1109,Developing,65.8,22.0,44.1,0.3,97.0,97.0,3785.935665,0.63,10.6
2293,Developing,72.1,185.0,28.7,0.1,99.0,99.0,8524.961236,0.713,12.1
281,Developing,56.8,284.0,21.0,2.0,74.0,76.0,625.8392,0.434,8.7
1325,Developed,82.1,68.0,23.8,0.1,99.0,97.0,37688.72234,0.866,14.8
2517,Developed,82.0,69.0,54.4,0.1,99.0,99.0,36961.42537,0.882,15.9
1514,Developing,72.5,132.0,57.4,0.1,98.0,98.0,1138.56661,0.756,15.1
303,Developing,62.0,312.0,13.9,0.1,92.0,98.0,765.8632358,0.0,7.3
293,Developing,67.9,228.0,2.3,0.5,91.0,92.0,2178.921383,0.0,11.4
1359,Developing,64.7,276.0,44.8,0.1,95.0,95.0,1658.31146,0.7,12.7
1527,Developed,72.4,188.0,6.0,0.1,95.0,95.0,11984.86857,0.824,16.8
1283,Developed,82.5,57.0,63.1,0.1,95.0,95.0,35396.66517,0.877,16.3
993,Developing,71.8,129.0,46.0,0.1,8.0,81.0,691.997711,0.0,11.4
2574,Developing,73.9,158.0,27.9,0.2,99.0,99.0,575.32176,0.711,13.1
506,Developing,81.0,76.0,61.3,0.1,93.0,93.0,36189.58838,0.886,15.8
254,Developed,78.0,1.0,58.5,0.1,95.0,96.0,23121.56635,0.873,18.2
658,Developing,79.0,93.0,6.7,0.1,99.0,99.0,75.5199,0.772,14.0
2715,Developing,61.5,38.0,18.1,3.2,78.0,82.0,719.172669,0.483,10.0
2442,Developing,74.7,141.0,22.7,0.1,99.0,99.0,382.54994,0.76,14.0
